Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Regulation of actin cytoskeleton	26/218	1.625394e-02	3.125673e-01	0	0	1.643343e+00	6.769621e+00	LPAR2;PIK3R3;PIK3R2;MYLK3;MYLK;SLC9A1;ITGAX;MYL10;PAK6;ITGB6;GIT1;APC2;PDGFRB;PDGFRA;SSH1;MYLPF;ENAH;MYL5;DIAPH2;ITGAD;MYL2;ITGA10;ARHGEF4;RAF1;PPP1R12C;ARHGEF6
KEGG_2021_Human	Central carbon metabolism in cancer	11/70	1.689815e-02	3.125673e-01	0	0	2.256533e+00	9.207898e+00	PDGFRB;PDGFRA;FLT3;GLS2;ERBB2;SLC2A1;PIK3R3;PIK3R2;SLC1A5;RAF1;SIRT3
KEGG_2021_Human	Osteoclast differentiation	17/127	1.696288e-02	3.125673e-01	0	0	1.872703e+00	7.634502e+00	JUND;IFNGR2;PIK3R3;NFATC2;PIK3R2;TREM2;TNFRSF11A;GAB2;MAPK12;MAPK13;MAPK11;PPP3R1;CAMK4;BTK;ACP5;LCP2;JAK1
KEGG_2021_Human	DNA replication	7/36	1.783102e-02	3.125673e-01	0	0	2.918553e+00	1.175247e+01	RNASEH2C;RNASEH2A;RFC1;POLE2;POLE3;MCM5;DNA2
KEGG_2021_Human	Neurotrophin signaling pathway	16/119	1.937128e-02	3.142835e-01	0	0	1.881804e+00	7.421769e+00	MAP3K3;NTRK2;PDPK1;MATK;PIK3R3;CALML3;PIK3R2;MAPK12;MAPK13;MAPK11;IRAK2;CAMK4;BCL2;RAF1;NFKBIE;SH2B3
KEGG_2021_Human	B cell receptor signaling pathway	12/81	2.003821e-02	3.142835e-01	0	0	2.105149e+00	8.231373e+00	PPP3R1;INPP5D;INPPL1;BTK;NFATC3;PIK3R3;NFATC2;PIK3R2;RAF1;NFKBIE;MALT1;CD22
KEGG_2021_Human	Proteoglycans in cancer	24/205	2.481385e-02	3.697264e-01	0	0	1.607955e+00	5.943568e+00	PDPK1;WNT7B;PTCH1;FZD6;PIK3R3;PIK3R2;CBL;HSPG2;HOXD10;MMP9;THBS1;MAPK12;IGF1R;SLC9A1;MAPK13;MAPK11;ERBB3;RPS6KB1;ERBB2;RPS6KB2;KDR;PLCE1;RAF1;PPP1R12C
KEGG_2021_Human	C-type lectin receptor signaling pathway	14/104	2.725017e-02	3.866928e-01	0	0	1.883267e+00	6.784839e+00	CARD9;NFATC3;PIK3R3;NFATC2;CALML3;CBLB;PIK3R2;MALT1;MAPK12;MAPK13;MAPK11;PPP3R1;RAF1;IKBKE
KEGG_2021_Human	Pancreatic cancer	11/76	2.953293e-02	4.000369e-01	0	0	2.047570e+00	7.212052e+00	SMAD4;RPS6KB1;ERBB2;RPS6KB2;PIK3R3;PIK3R2;RAF1;PLD1;RALGDS;JAK1;ARHGEF6
KEGG_2021_Human	Autophagy	17/137	3.286229e-02	4.006353e-01	0	0	1.715710e+00	5.859885e+00	RUBCN;PDPK1;EIF2AK3;PIK3R3;PIK3R2;WIPI1;AMBRA1;IGF1R;ATG16L2;RPS6KB1;ATG16L1;RPS6KB2;BCL2;ATG4C;PRKCQ;ATG4A;RAF1
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	13/97	3.361034e-02	4.006353e-01	0	0	1.873037e+00	6.355067e+00	INPPL1;ASAP3;PIK3R3;PIK3R2;ASAP1;GAB2;ASAP2;PLA2G6;PLD1;RPS6KB1;INPP5D;RPS6KB2;RAF1
KEGG_2021_Human	Prostate cancer	13/97	3.361034e-02	4.006353e-01	0	0	1.873037e+00	6.355067e+00	PDGFRB;PDGFRA;PDPK1;PIK3R3;PIK3R2;MMP9;IGF1R;AR;CREB3L4;ERBB2;BCL2;EP300;RAF1
KEGG_2021_Human	ECM-receptor interaction	12/88	3.577040e-02	4.099838e-01	0	0	1.910526e+00	6.363265e+00	COL6A2;LAMA4;ITGA10;COL4A3;TNC;COL9A1;LAMC2;CD36;ITGB6;AGRN;HSPG2;THBS1
KEGG_2021_Human	Lipid and atherosclerosis	24/215	4.037946e-02	4.427905e-01	0	0	1.522935e+00	4.887760e+00	APAF1;PDPK1;EIF2AK3;NFATC3;IL18;MIB2;PIK3R3;NFATC2;TNFRSF10B;CALML3;PIK3R2;MMP9;MAPK12;MAPK13;MAPK11;PPP3R1;CYP2C8;CYP1A1;BCL2;OLR1;CD36;JAK2;ATF6;IKBKE
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	13/100	4.160448e-02	4.427905e-01	0	0	1.808154e+00	5.749112e+00	SMAD4;SERPINE1;PIK3R3;PIK3R2;MAPK12;MAPK13;MAPK11;COL3A1;COL4A3;BCL2;PLCE1;JAK2;PLCD4
KEGG_2021_Human	MAPK signaling pathway	31/294	4.370090e-02	4.490644e-01	0	0	1.429605e+00	4.475215e+00	PTPRR;FLT3;NLK;EFNA5;RASGRP2;RASGRP1;DUSP16;CACNA1H;IGF1R;PPP3R1;CACNG8;MECOM;ERBB3;ERBB2;KDR;MAP4K1;PDGFRB;MAP3K3;PDGFRA;NTRK2;DAXX;JUND;NFATC3;MAPK12;MAPK13;MAPK11;KITLG;MAPKAPK3;MAPT;RAF1;MAP3K13
KEGG_2021_Human	Toxoplasmosis	14/112	4.700914e-02	4.669574e-01	0	0	1.728778e+00	5.285590e+00	CIITA;PDPK1;IFNGR2;LAMA4;XIAP;LAMC2;MAPK12;MAPK13;MAPK11;HLA-DMA;BCL2;JAK2;JAK1;HLA-DQB1
KEGG_2021_Human	ABC transporters	7/45	5.356739e-02	5.149382e-01	0	0	2.226230e+00	6.515761e+00	ABCA10;ABCA5;ABCC8;ABCA3;ABCB5;ABCC10;ABCG4
KEGG_2021_Human	Apelin signaling pathway	16/137	5.969380e-02	5.449831e-01	0	0	1.600297e+00	4.510479e+00	NOTCH3;RYR2;SMAD4;SERPINE1;CALML3;MYLK3;SLC8A1;MYLK;SLC9A1;ADCY10;RPS6KB1;MYL2;CAMK4;RPS6KB2;RAF1;MEF2D
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	13/106	6.140973e-02	5.449831e-01	0	0	1.690947e+00	4.718058e+00	KL;JUND;GATA3;PLD1;RUNX2;MMP25;CREB3L4;MMP17;BCL2;PDE4B;PDE4A;RAF1;MEF2D
KEGG_2021_Human	Pyrimidine metabolism	8/56	6.217928e-02	5.449831e-01	0	0	2.014436e+00	5.595565e+00	CDA;NT5E;ENTPD4;DPYS;CTPS2;TK2;DCK;AK9
KEGG_2021_Human	Primary immunodeficiency	6/38	6.708161e-02	5.711520e-01	0	0	2.265236e+00	6.120317e+00	ZAP70;CIITA;CD8A;RFX5;BTK;ADA
KEGG_2021_Human	Choline metabolism in cancer	12/98	7.101803e-02	5.720760e-01	0	0	1.687454e+00	4.463015e+00	PDGFRB;PDGFRA;SLC44A3;RPS6KB1;PDPK1;RPS6KB2;PIK3R3;PIK3R2;RAF1;PLD1;DGKZ;RALGDS
KEGG_2021_Human	Hepatitis B	18/162	7.102957e-02	5.720760e-01	0	0	1.512880e+00	4.001051e+00	SMAD4;APAF1;NFATC3;PIK3R3;NFATC2;PIK3R2;HSPG2;MMP9;MAPK12;MAPK13;MAPK11;CREB3L4;BCL2;EP300;RAF1;JAK2;IKBKE;JAK1
KEGG_2021_Human	Endocytosis	26/252	7.422880e-02	5.821101e-01	0	0	1.393517e+00	3.623985e+00	WIPF1;ASAP3;CBLB;SNX32;ASAP1;ASAP2;PLD1;CBL;IGF1R;GRK1;GRK6;PSD3;RAB11FIP3;GIT1;CYTH1;RAB11FIP5;GIT2;PDGFRA;ARAP3;VPS37A;RBSN;ZFYVE16;ACAP1;NEDD4;CHMP2B;SMAP2
KEGG_2021_Human	Ras signaling pathway	24/232	8.169128e-02	6.180512e-01	0	0	1.397164e+00	3.499627e+00	BRAP;PDGFRB;PDGFRA;NTRK2;FLT3;PIK3R3;CALML3;PIK3R2;GAB2;PLA2G6;EFNA5;PLD1;RASAL3;RASGRP2;RASGRP1;GRIN1;IGF1R;ZAP70;KITLG;KDR;PLCE1;PAK6;RAF1;RALGDS
KEGG_2021_Human	Arginine biosynthesis	4/22	8.295990e-02	6.180512e-01	0	0	2.683246e+00	6.679667e+00	ARG2;GOT1L1;GLS2;GLUL
KEGG_2021_Human	Prolactin signaling pathway	9/70	8.554470e-02	6.217639e-01	0	0	1.783182e+00	4.384340e+00	MAPK11;TH;PIK3R3;PIK3R2;TNFRSF11A;JAK2;RAF1;MAPK12;MAPK13
KEGG_2021_Human	Leukocyte transendothelial migration	13/114	9.637127e-02	6.837771e-01	0	0	1.556333e+00	3.641114e+00	PIK3R3;PIK3R2;MMP9;MAPK12;MAPK13;MYLPF;MYL5;MAPK11;CLDN3;MYL2;MYL10;RAPGEF3;SIPA1
KEGG_2021_Human	TGF-beta signaling pathway	11/94	1.041919e-01	7.070386e-01	0	0	1.601950e+00	3.622845e+00	SMAD4;RBL1;ZFYVE16;ACVR1C;RPS6KB1;ID1;RPS6KB2;EP300;LTBP1;THBS1;ACVR2A
KEGG_2021_Human	cAMP signaling pathway	22/216	1.043950e-01	7.070386e-01	0	0	1.372390e+00	3.101017e+00	RYR2;GRIA2;OXTR;GABBR1;PTCH1;PIK3R3;ARAP3;CALML3;PIK3R2;PLD1;GRIN1;SLC9A1;ADCY10;CREB3L4;CAMK4;PDE4B;PLCE1;EP300;PDE4A;RAF1;RAPGEF3;CNGB1
KEGG_2021_Human	ErbB signaling pathway	10/85	1.144638e-01	7.580046e-01	0	0	1.611301e+00	3.492490e+00	ERBB3;RPS6KB1;ERBB2;RPS6KB2;PIK3R3;PAK6;CBLB;PIK3R2;RAF1;CBL
KEGG_2021_Human	Ubiquitin mediated proteolysis	15/140	1.170341e-01	7.581774e-01	0	0	1.450995e+00	3.112806e+00	UBE2F;PPIL2;FBXW7;UBE2C;XIAP;CBLB;CBL;RHOBTB1;CDC20;HERC3;UBE2S;UBE2Q2;NEDD4;CDC27;UBE2O
KEGG_2021_Human	Colorectal cancer	10/86	1.211644e-01	7.682340e-01	0	0	1.590013e+00	3.355893e+00	APC2;SMAD4;RPS6KB1;MSH3;RPS6KB2;BCL2;PIK3R3;PIK3R2;RAF1;RALGDS
KEGG_2021_Human	Basal transcription factors	6/45	1.270677e-01	7.701943e-01	0	0	1.857949e+00	3.833015e+00	GTF2B;GTF2H1;TAF6;GTF2E1;GTF2E2;TAF2
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	11/98	1.291567e-01	7.701943e-01	0	0	1.527965e+00	3.127329e+00	MAPK11;ASIC4;TRPV2;PIK3R3;CALML3;PRKCQ;PIK3R2;TRPM8;PLA2G6;MAPK12;MAPK13
KEGG_2021_Human	AMPK signaling pathway	13/120	1.292272e-01	7.701943e-01	0	0	1.468582e+00	3.004987e+00	CRTC2;PFKFB4;PDPK1;STRADA;PIK3R3;PIK3R2;PPP2R3B;IGF1R;RPS6KB1;CREB3L4;RPS6KB2;LEPR;CD36
KEGG_2021_Human	Shigellosis	24/246	1.319764e-01	7.702936e-01	0	0	1.308051e+00	2.648975e+00	FNBP1;IL18;PIK3R3;PIK3R2;WIPI1;MALT1;MAPK12;U2AF1L4;MAPK13;MYLPF;MYL5;MAPK11;RPS6KB1;ATG16L1;MYL2;TRAF5;RPS6KB2;BCL2;PLCE1;MYL10;PRKCQ;ATM;PLCD4;CYTH1
KEGG_2021_Human	Thyroid hormone signaling pathway	13/121	1.352485e-01	7.702936e-01	0	0	1.454905e+00	2.910742e+00	NOTCH3;PDPK1;NCOA3;SLC2A1;PIK3R3;PIK3R2;MED12L;SLC9A1;EP300;PLCE1;SLC16A2;RAF1;PLCD4
KEGG_2021_Human	Long-term potentiation	8/67	1.388576e-01	7.702936e-01	0	0	1.637884e+00	3.233686e+00	GRIA2;PPP3R1;CAMK4;EP300;CALML3;RAF1;RAPGEF3;GRIN1
KEGG_2021_Human	PI3K-Akt signaling pathway	33/354	1.395834e-01	7.702936e-01	0	0	1.244549e+00	2.450633e+00	CRTC2;FLT3;LAMA4;TNC;LPAR2;PIK3R3;PIK3R2;LAMC2;EFNA5;THBS1;IGF1R;ERBB3;CREB3L4;ERBB2;KDR;ITGB6;JAK2;JAK1;PDGFRB;PDGFRA;NTRK2;PDPK1;MAGI2;PPP2R3B;KITLG;RPS6KB1;ITGA10;COL6A2;COL4A3;RPS6KB2;COL9A1;BCL2;RAF1
KEGG_2021_Human	Nucleotide excision repair	6/47	1.477996e-01	7.979655e-01	0	0	1.767126e+00	3.378564e+00	RFC1;ERCC4;POLE2;POLE3;GTF2H1;ERCC6
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	5/37	1.499532e-01	7.979655e-01	0	0	1.886460e+00	3.579430e+00	GOT1L1;FOLH1;GLS2;AGXT2;GLUL
KEGG_2021_Human	Cell adhesion molecules	15/148	1.622184e-01	8.193874e-01	0	0	1.363123e+00	2.479264e+00	NTNG2;CADM1;CD80;NRXN2;CD2;MAG;HLA-DMA;CLDN3;CD8A;NRCAM;NCAM1;CD58;CD22;HLA-DQB1;NECTIN1
KEGG_2021_Human	Phototransduction	4/28	1.629688e-01	8.193874e-01	0	0	2.011780e+00	3.649764e+00	GRK1;CALML3;GUCY2F;CNGB1
KEGG_2021_Human	Protein digestion and absorption	11/103	1.645205e-01	8.193874e-01	0	0	1.444530e+00	2.606972e+00	PRSS1;COL3A1;COL14A1;COL6A2;COL12A1;COL4A3;COL9A1;COL21A1;SLC3A1;SLC1A5;SLC8A1
KEGG_2021_Human	Estrogen signaling pathway	14/137	1.649773e-01	8.193874e-01	0	0	1.375526e+00	2.478626e+00	GABBR1;NCOA3;KRT24;PIK3R3;KRT12;CALML3;PIK3R2;MMP9;KRT33A;CREB3L4;KRT26;KRT25;BCL2;RAF1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	21/219	1.694428e-01	8.272737e-01	0	0	1.282414e+00	2.276592e+00	IL15RA;NRP1;MAP3K3;CRTC2;SMAD4;NFATC3;SLC2A1;PIK3R3;NFATC2;XIAP;PIK3R2;CDC20;PPP3R1;HLA-DMA;CREB3L4;CDC27;TSPO;EP300;ATM;JAK1;HLA-DQB1
KEGG_2021_Human	NF-kappa B signaling pathway	11/104	1.721174e-01	8.272737e-01	0	0	1.428920e+00	2.514297e+00	EDAR;CARD10;ZAP70;TRAF5;BTK;BCL2;XIAP;PRKCQ;ATM;TNFRSF11A;MALT1
KEGG_2021_Human	Arginine and proline metabolism	6/50	1.815025e-01	8.416181e-01	0	0	1.646372e+00	2.809510e+00	GAMT;ARG2;GOT1L1;P4HA2;CKB;PRODH2
KEGG_2021_Human	Purine metabolism	13/129	1.887102e-01	8.416181e-01	0	0	1.353976e+00	2.257813e+00	ENTPD4;NPR2;PDE2A;DCK;GUCY2F;AK9;DGUOK;ADCY10;NT5E;PDE4B;PDE4A;PDE5A;ADA
KEGG_2021_Human	Glycine, serine and threonine metabolism	5/40	1.888060e-01	8.416181e-01	0	0	1.724483e+00	2.874774e+00	GAMT;ALAS2;GLDC;AGXT2;CTH
KEGG_2021_Human	Staphylococcus aureus infection	10/95	1.905372e-01	8.416181e-01	0	0	1.420963e+00	2.355826e+00	CFD;KRT33A;HLA-DMA;KRT26;KRT25;KRT24;KRT12;MASP1;FCAR;HLA-DQB1
KEGG_2021_Human	Human papillomavirus infection	30/331	1.916800e-01	8.416181e-01	0	0	1.205502e+00	1.991403e+00	NOTCH3;MAML1;LAMA4;TNC;PIK3R3;PIK3R2;LAMC2;RBPJ;THBS1;CREB3L4;EP300;ITGB6;ATP6V1E2;IKBKE;JAK1;APC2;PDGFRB;WNT7B;FZD6;PPP2R3B;RBL1;RPS6KB1;ITGA10;COL6A2;COL4A3;RPS6KB2;COL9A1;ATM;RAF1;LLGL2
KEGG_2021_Human	p53 signaling pathway	8/73	1.943548e-01	8.416181e-01	0	0	1.486210e+00	2.434517e+00	SESN3;APAF1;SERPINE1;BCL2;TNFRSF10B;ATM;MDM4;THBS1
KEGG_2021_Human	Apoptosis	14/142	1.989374e-01	8.416181e-01	0	0	1.321434e+00	2.133806e+00	DAXX;APAF1;PDPK1;EIF2AK3;DAB2IP;PIK3R3;TNFRSF10B;XIAP;PIK3R2;CTSW;BCL2;CASP2;ATM;RAF1
KEGG_2021_Human	Sphingolipid signaling pathway	12/119	2.001045e-01	8.416181e-01	0	0	1.354722e+00	2.179634e+00	MAPK11;PDPK1;SMPD1;BCL2;PIK3R3;PIK3R2;PPP2R3B;GAB2;RAF1;PLD1;MAPK12;MAPK13
KEGG_2021_Human	mTOR signaling pathway	15/154	2.012721e-01	8.416181e-01	0	0	1.303856e+00	2.090208e+00	WDR59;PDPK1;STRADA;MAPKAP1;WNT7B;FZD6;PIK3R3;PIK3R2;IGF1R;RPS6KB1;TBC1D7;RPS6KB2;RAF1;ATP6V1E2;FNIP2
KEGG_2021_Human	Insulin resistance	11/108	2.041152e-01	8.416181e-01	0	0	1.369697e+00	2.176546e+00	CRTC2;RPS6KB1;CREB3L4;PDPK1;PPP1R3E;RPS6KB2;SLC2A1;PIK3R3;PRKCQ;PIK3R2;CD36
KEGG_2021_Human	Pathways in cancer	46/531	2.100408e-01	8.416181e-01	0	0	1.147782e+00	1.791061e+00	NOTCH3;FLT3;IL23R;LAMA4;SLC2A1;LPAR2;PIK3R3;XIAP;CALML3;PIK3R2;LAMC2;PLD1;RASGRP2;CBL;RASGRP1;IGF1R;MECOM;ERBB2;EP300;JAK2;RALGDS;JAK1;GSTM4;APC2;PDGFRB;IL15RA;ARNT2;PDGFRA;SMAD4;APAF1;IFNGR2;WNT7B;NCOA3;PTCH1;FZD6;MMP9;RUNX1;AR;KITLG;RPS6KB1;MSH3;TRAF5;COL4A3;RPS6KB2;BCL2;RAF1
KEGG_2021_Human	Asthma	4/31	2.104583e-01	8.416181e-01	0	0	1.787958e+00	2.786475e+00	HLA-DMA;PRG2;RNASE3;HLA-DQB1
KEGG_2021_Human	HIF-1 signaling pathway	11/109	2.124932e-01	8.416181e-01	0	0	1.355647e+00	2.099687e+00	RPS6KB1;IFNGR2;SERPINE1;ERBB2;RPS6KB2;BCL2;SLC2A1;EP300;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Glioma	8/75	2.146409e-01	8.416181e-01	0	0	1.441689e+00	2.218456e+00	PDGFRB;PDGFRA;CAMK4;PIK3R3;CALML3;PIK3R2;RAF1;IGF1R
KEGG_2021_Human	Chronic myeloid leukemia	8/76	2.250747e-01	8.596863e-01	0	0	1.420411e+00	2.118291e+00	SMAD4;MECOM;PIK3R3;PIK3R2;GAB2;RAF1;CBL;RUNX1
KEGG_2021_Human	Hematopoietic cell lineage	10/99	2.260308e-01	8.596863e-01	0	0	1.356804e+00	2.017682e+00	CD2;HLA-DMA;KITLG;CD8A;FLT3;CD5;CD36;MS4A1;CD22;HLA-DQB1
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	5/43	2.307883e-01	8.596863e-01	0	0	1.588081e+00	2.328531e+00	ALAS2;FECH;HMBS;FXN;COX10
KEGG_2021_Human	Type I diabetes mellitus	5/43	2.307883e-01	8.596863e-01	0	0	1.588081e+00	2.328531e+00	HLA-DMA;PTPRN2;CD80;PTPRN;HLA-DQB1
KEGG_2021_Human	Leishmaniasis	8/77	2.356879e-01	8.638644e-01	0	0	1.399749e+00	2.022982e+00	MAPK11;HLA-DMA;IFNGR2;JAK2;MAPK12;JAK1;HLA-DQB1;MAPK13
KEGG_2021_Human	Cell cycle	12/124	2.407523e-01	8.638644e-01	0	0	1.293891e+00	1.842484e+00	CDC20;ORC5;SMAD4;ORC6;RBL1;ORC3;CDC27;EP300;ATM;MCM5;BUB1;CDC14A
KEGG_2021_Human	Platelet activation	12/124	2.407523e-01	8.638644e-01	0	0	1.293891e+00	1.842484e+00	MAPK11;COL3A1;BTK;PIK3R3;PIK3R2;LCP2;RASGRP2;RASGRP1;MYLK3;MAPK12;MYLK;MAPK13
KEGG_2021_Human	Phospholipase D signaling pathway	14/148	2.435054e-01	8.638644e-01	0	0	1.261853e+00	1.782514e+00	PDGFRB;PDGFRA;LPAR2;PIK3R3;PIK3R2;GAB2;PLD1;DGKZ;KITLG;GRM8;RAF1;RALGDS;RAPGEF3;CYTH1
KEGG_2021_Human	Yersinia infection	13/137	2.505053e-01	8.724386e-01	0	0	1.266071e+00	1.752590e+00	GIT2;WIPF1;NFATC3;IL18;PIK3R3;NFATC2;PIK3R2;MAPK12;MAPK13;ZAP70;MAPK11;CD8A;LCP2
KEGG_2021_Human	Acute myeloid leukemia	7/67	2.517776e-01	8.724386e-01	0	0	1.408262e+00	1.942288e+00	RPS6KB1;FLT3;RPS6KB2;PIK3R3;PIK3R2;RAF1;RUNX1
KEGG_2021_Human	Mismatch repair	3/23	2.563798e-01	8.781744e-01	0	0	1.809810e+00	2.463325e+00	RFC1;MSH3;PMS2
KEGG_2021_Human	Small cell lung cancer	9/92	2.716075e-01	9.026165e-01	0	0	1.308965e+00	1.706102e+00	APAF1;LAMA4;COL4A3;TRAF5;BCL2;PIK3R3;XIAP;LAMC2;PIK3R2
KEGG_2021_Human	Phagosome	14/152	2.751815e-01	9.026165e-01	0	0	1.225010e+00	1.580660e+00	MSR1;SFTPA2;THBS1;FCAR;MRC2;MARCO;HLA-DMA;MRC1;OLR1;CD36;SFTPA1;ATP6V1E2;RILP;HLA-DQB1
KEGG_2021_Human	Amphetamine addiction	7/69	2.758648e-01	9.026165e-01	0	0	1.362686e+00	1.754928e+00	GRIA2;PPP3R1;TH;CREB3L4;CAMK4;CALML3;GRIN1
KEGG_2021_Human	Renal cell carcinoma	7/69	2.758648e-01	9.026165e-01	0	0	1.362686e+00	1.754928e+00	ARNT2;SLC2A1;EP300;PIK3R3;PAK6;PIK3R2;RAF1
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	4/35	2.786601e-01	9.026165e-01	0	0	1.556916e+00	1.989369e+00	NT5E;ASPDH;SIRT7;SIRT3
KEGG_2021_Human	Endometrial cancer	6/58	2.832257e-01	9.068888e-01	0	0	1.392479e+00	1.756628e+00	APC2;PDPK1;ERBB2;PIK3R3;PIK3R2;RAF1
KEGG_2021_Human	Epstein-Barr virus infection	18/202	2.860656e-01	9.068888e-01	0	0	1.181408e+00	1.478573e+00	APAF1;PIK3R3;PIK3R2;RBPJ;RUNX3;MAPK12;MAPK13;MAPK11;HLA-DMA;NEDD4;TRAF5;BTK;BCL2;CD58;NFKBIE;IKBKE;JAK1;HLA-DQB1
KEGG_2021_Human	Notch signaling pathway	6/59	2.967963e-01	9.103635e-01	0	0	1.366132e+00	1.659453e+00	NOTCH3;NUMBL;TLE1;MAML1;EP300;RBPJ
